url,html,tag_name,attributes,inner_text,is_visible,bounding_box,selector,suggested_action
https://www.automationexercise.com/login,"<button type=""submit"" data-qa=""login-button"" class=""btn btn-default"">Login</button>",button,"{'type': 'submit', 'data-qa': 'login-button', 'class': 'btn btn-default'}",Login,True,"{'x': 159.31817626953125, 'y': 417.897705078125, 'width': 84.50283813476562, 'height': 31.9886474609375}",#form > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > form:nth-child(2) > button:nth-child(4),click
https://www.automationexercise.com/login,"<button type=""submit"" data-qa=""signup-button"" class=""btn btn-default"">Signup</button>",button,"{'type': 'submit', 'data-qa': 'signup-button', 'class': 'btn btn-default'}",Signup,True,"{'x': 646.8181762695312, 'y': 404.9005432128906, 'width': 92.8551025390625, 'height': 31.9886474609375}",#form > div:nth-child(1) > div:nth-child(1) > div:nth-child(3) > div:nth-child(1) > form:nth-child(2) > button:nth-child(5),click
https://www.automationexercise.com/login,"<button type=""submit"" id=""subscribe"" class=""btn btn-default""><i class=""fa fa-arrow-circle-o-right""></i></button>",button,"{'type': 'submit', 'id': 'subscribe', 'class': 'btn btn-default'}",,True,"{'x': 369.772705078125, 'y': 709.7158813476562, 'width': 51.122161865234375, 'height': 35.79547119140625}",#subscribe,click
https://www.automationexercise.com/login,"<form action=""/login"" method=""POST"">
							<input type=""hidden"" name=""csrfmiddlewaretoken"" value=""U5lCdWOSC02AIJVMFxMv9KEEKqQiVEmyVSxm8nEeZfLsaJhgyxZU67d3T5BFSADN"">
							<input type=""email"" data-qa=""login-email"" placeholder=""Email Address"" name=""email"" value="""" required="""">
							<input type=""password"" data-qa=""login-password"" placeholder=""Password"" name=""password"" value="""" required="""">
							
							<button type=""submit"" data-qa=""login-button"" class=""btn btn-default"">Login</button>
						</form>",form,"{'action': '/login', 'method': 'POST'}",Login,True,"{'x': 159.31817626953125, 'y': 304.9005432128906, 'width': 360, 'height': 144.98580932617188}",#form > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > form:nth-child(2),submit
https://www.automationexercise.com/login,"<form action=""/signup"" method=""POST"">
							<input type=""hidden"" name=""csrfmiddlewaretoken"" value=""U5lCdWOSC02AIJVMFxMv9KEEKqQiVEmyVSxm8nEeZfLsaJhgyxZU67d3T5BFSADN"">
							<input type=""text"" data-qa=""signup-name"" placeholder=""Name"" name=""name"" value="""" required="""">
							<input type=""email"" data-qa=""signup-email"" placeholder=""Email Address"" name=""email"" value="""" required="""">
							<input type=""hidden"" name=""form_type"" value=""signup"">
							
							<button type=""submit"" data-qa=""signup-button"" class=""btn btn-default"">Signup</button>
						</form>",form,"{'action': '/signup', 'method': 'POST'}",Signup,True,"{'x': 646.8181762695312, 'y': 304.9005432128906, 'width': 360, 'height': 131.9886474609375}",#form > div:nth-child(1) > div:nth-child(1) > div:nth-child(3) > div:nth-child(1) > form:nth-child(2),submit
https://www.automationexercise.com/login,"<form class=""searchform"" method=""POST"">
								<input type=""hidden"" name=""csrfmiddlewaretoken"" value=""U5lCdWOSC02AIJVMFxMv9KEEKqQiVEmyVSxm8nEeZfLsaJhgyxZU67d3T5BFSADN"">
								<input type=""email"" id=""susbscribe_email"" required="""" placeholder=""Your email address"">
								<button type=""submit"" id=""subscribe"" class=""btn btn-default""><i class=""fa fa-arrow-circle-o-right""></i></button>
								<p>Get the most recent updates from <br>our site and be updated your self...</p>
							</form>",form,"{'class': 'searchform', 'method': 'POST'}"," 

Get the most recent updates from
our site and be updated your self...",True,"{'x': 159.31817626953125, 'y': 710.3692626953125, 'width': 262.5, 'height': 100.78125}",#footer > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > form:nth-child(2),submit
https://www.automationexercise.com/login,"<input type=""hidden"" name=""csrfmiddlewaretoken"" value=""U5lCdWOSC02AIJVMFxMv9KEEKqQiVEmyVSxm8nEeZfLsaJhgyxZU67d3T5BFSADN"">",input,"{'type': 'hidden', 'name': 'csrfmiddlewaretoken', 'value': 'U5lCdWOSC02AIJVMFxMv9KEEKqQiVEmyVSxm8nEeZfLsaJhgyxZU67d3T5BFSADN'}",,False,,#form > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > form:nth-child(2) > input:nth-child(1),type
https://www.automationexercise.com/login,"<input type=""email"" data-qa=""login-email"" placeholder=""Email Address"" name=""email"" value="""" required="""">",input,"{'type': 'email', 'data-qa': 'login-email', 'placeholder': 'Email Address', 'name': 'email', 'value': '', 'required': ''}",,True,"{'x': 159.31817626953125, 'y': 304.9005432128906, 'width': 360, 'height': 40}",#form > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > form:nth-child(2) > input:nth-child(2),type
https://www.automationexercise.com/login,"<input type=""password"" data-qa=""login-password"" placeholder=""Password"" name=""password"" value="""" required="""">",input,"{'type': 'password', 'data-qa': 'login-password', 'placeholder': 'Password', 'name': 'password', 'value': '', 'required': ''}",,True,"{'x': 159.31817626953125, 'y': 354.9005432128906, 'width': 360, 'height': 40}",#form > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > form:nth-child(2) > input:nth-child(3),type
https://www.automationexercise.com/login,"<input type=""hidden"" name=""csrfmiddlewaretoken"" value=""U5lCdWOSC02AIJVMFxMv9KEEKqQiVEmyVSxm8nEeZfLsaJhgyxZU67d3T5BFSADN"">",input,"{'type': 'hidden', 'name': 'csrfmiddlewaretoken', 'value': 'U5lCdWOSC02AIJVMFxMv9KEEKqQiVEmyVSxm8nEeZfLsaJhgyxZU67d3T5BFSADN'}",,False,,#form > div:nth-child(1) > div:nth-child(1) > div:nth-child(3) > div:nth-child(1) > form:nth-child(2) > input:nth-child(1),type
https://www.automationexercise.com/login,"<input type=""text"" data-qa=""signup-name"" placeholder=""Name"" name=""name"" value="""" required="""">",input,"{'type': 'text', 'data-qa': 'signup-name', 'placeholder': 'Name', 'name': 'name', 'value': '', 'required': ''}",,True,"{'x': 646.8181762695312, 'y': 304.9005432128906, 'width': 360, 'height': 40}",#form > div:nth-child(1) > div:nth-child(1) > div:nth-child(3) > div:nth-child(1) > form:nth-child(2) > input:nth-child(2),type
https://www.automationexercise.com/login,"<input type=""email"" data-qa=""signup-email"" placeholder=""Email Address"" name=""email"" value="""" required="""">",input,"{'type': 'email', 'data-qa': 'signup-email', 'placeholder': 'Email Address', 'name': 'email', 'value': '', 'required': ''}",,True,"{'x': 646.8181762695312, 'y': 354.9005432128906, 'width': 360, 'height': 40}",#form > div:nth-child(1) > div:nth-child(1) > div:nth-child(3) > div:nth-child(1) > form:nth-child(2) > input:nth-child(3),type
https://www.automationexercise.com/login,"<input type=""hidden"" name=""form_type"" value=""signup"">",input,"{'type': 'hidden', 'name': 'form_type', 'value': 'signup'}",,False,,#form > div:nth-child(1) > div:nth-child(1) > div:nth-child(3) > div:nth-child(1) > form:nth-child(2) > input:nth-child(4),type
https://www.automationexercise.com/login,"<input type=""hidden"" name=""csrfmiddlewaretoken"" value=""U5lCdWOSC02AIJVMFxMv9KEEKqQiVEmyVSxm8nEeZfLsaJhgyxZU67d3T5BFSADN"">",input,"{'type': 'hidden', 'name': 'csrfmiddlewaretoken', 'value': 'U5lCdWOSC02AIJVMFxMv9KEEKqQiVEmyVSxm8nEeZfLsaJhgyxZU67d3T5BFSADN'}",,False,,#footer > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > form:nth-child(2) > input:nth-child(1),type
https://www.automationexercise.com/login,"<input type=""email"" id=""susbscribe_email"" required="""" placeholder=""Your email address"">",input,"{'type': 'email', 'id': 'susbscribe_email', 'required': '', 'placeholder': 'Your email address'}",,True,"{'x': 159.31817626953125, 'y': 710.3692626953125, 'width': 211.98861694335938, 'height': 35.78125}",#susbscribe_email,type
