url,tag_name,attributes,inner_text,is_visible,bounding_box,selector,aria_role,aria_label,classes,id,element_type
https://www.youtube.com/,button,"{'class': 'yt-spec-button-shape-next yt-spec-button-shape-next--text yt-spec-button-shape-next--mono yt-spec-button-shape-next--size-m yt-spec-button-shape-next--icon-only-default', 'aria-disabled': 'false', 'aria-label': 'Search with your voice', 'title': '', 'style': ''}",,True,"{'x': 929.8010864257812, 'y': 7.997159004211426, 'width': 40, 'height': 39.999999046325684}",div#voice-search-button > ytd-button-renderer > yt-button-shape > button,,Search with your voice,yt-spec-button-shape-next yt-spec-button-shape-next--text yt-spec-button-shape-next--mono yt-spec-button-shape-next--size-m yt-spec-button-shape-next--icon-only-default,,
https://www.youtube.com/,button,"{'id': 'button', 'class': 'style-scope yt-icon-button', 'aria-label': 'Settings'}",,True,"{'x': 1109.21875, 'y': 15.994318008422852, 'width': 24.005615234375, 'height': 24.00568199157715}",button#button,,Settings,style-scope yt-icon-button,button,
https://www.youtube.com/,button,"{'id': 'button', 'class': 'style-scope yt-icon-button', 'aria-pressed': 'true'}",,False,"{'x': -216.00851440429688, 'y': 15.994318008422852, 'width': 24.00567626953125, 'height': 24.00568199157715}",button#button,,,style-scope yt-icon-button,button,
https://www.youtube.com/,button,"{'id': 'button', 'class': 'style-scope yt-icon-button'}",,False,,button#button,,,style-scope yt-icon-button,button,
https://www.youtube.com/,button,"{'class': 'ytp-playlist-menu-button ytp-button ytp-playlist-menu-button-tiny', 'aria-owns': 'ytp-id-22', 'aria-haspopup': 'true', 'aria-label': 'Playlist', 'style': 'display: none;'}",,False,,div#movie_player > div:nth-of-type(3) > button,,Playlist,ytp-playlist-menu-button ytp-button ytp-playlist-menu-button-tiny,,
https://www.youtube.com/,button,"{'class': 'ytp-button ytp-search-button', 'title': 'Search', 'data-tooltip-opaque': 'false', 'aria-label': 'Search', 'style': 'display: none;'}",Search,False,,div#movie_player > div:nth-of-type(3) > div:nth-of-type(3) > button,,Search,ytp-button ytp-search-button,,
https://www.youtube.com/,button,"{'class': 'ytp-button ytp-cards-button', 'aria-label': 'Show cards', 'aria-owns': 'iv-drawer', 'aria-haspopup': 'true', 'data-tooltip-opaque': 'false', 'style': 'display: none;'}",InfoShopping,False,,div#movie_player > div:nth-of-type(3) > div:nth-of-type(3) > button:nth-of-type(2),,Show cards,ytp-button ytp-cards-button,,
https://www.youtube.com/,button,"{'class': 'ytp-button ytp-overflow-button', 'title': 'More', 'aria-haspopup': 'true', 'aria-owns': 'ytp-id-29', 'aria-label': 'More'}",,False,,div#movie_player > div:nth-of-type(3) > div:nth-of-type(3) > button:nth-of-type(3),,More,ytp-button ytp-overflow-button,,
https://www.youtube.com/,button,"{'class': 'ytp-unmute ytp-popup ytp-button ytp-unmute-animated ytp-unmute-shrink', 'data-layer': '2', 'style': 'display: none;'}",Tap to unmute,False,,div#movie_player > button,,,ytp-unmute ytp-popup ytp-button ytp-unmute-animated ytp-unmute-shrink,,
https://www.youtube.com/,button,{'class': 'ytp-suggested-action-badge-dismiss-button-icon ytp-button'},,False,,div#movie_player > div:nth-of-type(5) > div > div:nth-of-type(2) > a > button,,,ytp-suggested-action-badge-dismiss-button-icon ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-featured-product-overflow-icon ytp-button', 'aria-haspopup': 'true', 'style': 'display: none;'}",,False,,div#movie_player > div:nth-of-type(5) > div > div:nth-of-type(2) > a > button:nth-of-type(2),,,ytp-featured-product-overflow-icon ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-large-play-button ytp-button', 'aria-label': 'Play', 'title': 'Play'}",,False,,div#movie_player > div:nth-of-type(6) > button,,Play,ytp-large-play-button ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-featured-product-info-icon ytp-button', 'style': 'display: none;'}",,False,,div#movie_player > div:nth-of-type(13) > div > div:nth-of-type(2) > a > button,,,ytp-featured-product-info-icon ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-suggested-action-badge-dismiss-button-icon ytp-button', 'style': 'display: none;'}",,False,,div#movie_player > div:nth-of-type(13) > div > div:nth-of-type(2) > a > button:nth-of-type(2),,,ytp-suggested-action-badge-dismiss-button-icon ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-featured-product-overflow-icon ytp-button', 'aria-haspopup': 'true', 'style': ''}",,False,,div#movie_player > div:nth-of-type(13) > div > div:nth-of-type(2) > a > button:nth-of-type(3),,,ytp-featured-product-overflow-icon ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-button ytp-suggested-action-badge ytp-suggested-action-badge-with-controls ytp-suggested-action-badge-expanded', 'aria-label': '', 'style': 'display: none;'}",,False,,div#movie_player > div:nth-of-type(14) > button,,,ytp-button ytp-suggested-action-badge ytp-suggested-action-badge-with-controls ytp-suggested-action-badge-expanded,,
https://www.youtube.com/,button,"{'class': 'ytp-suggested-action-badge-dismiss-button-icon ytp-button', 'aria-label': ''}",,False,,div#movie_player > div:nth-of-type(14) > button > div:nth-of-type(2) > button,,,ytp-suggested-action-badge-dismiss-button-icon ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-button ytp-suggested-action-badge ytp-suggested-action-badge-with-controls', 'style': 'display: none;'}",,False,,div#movie_player > div:nth-of-type(15) > button,,,ytp-button ytp-suggested-action-badge ytp-suggested-action-badge-with-controls,,
https://www.youtube.com/,button,{'class': 'ytp-suggested-action-badge-dismiss-button-icon ytp-button'},,False,,div#movie_player > div:nth-of-type(15) > button > div:nth-of-type(2) > button,,,ytp-suggested-action-badge-dismiss-button-icon ytp-button,,
https://www.youtube.com/,button,{'class': 'ytp-button ytp-mdx-privacy-popup-cancel'},Cancel,False,,div#movie_player > div:nth-of-type(18) > div > div:nth-of-type(3) > button,,,ytp-button ytp-mdx-privacy-popup-cancel,,
https://www.youtube.com/,button,{'class': 'ytp-button ytp-mdx-privacy-popup-confirm'},Confirm,False,,div#movie_player > div:nth-of-type(18) > div > div:nth-of-type(3) > button:nth-of-type(2),,,ytp-button ytp-mdx-privacy-popup-confirm,,
https://www.youtube.com/,button,"{'class': 'ytp-playlist-menu-close ytp-button', 'aria-label': 'Close'}",,False,,div#ytp-id-22 > div > div > button,,Close,ytp-playlist-menu-close ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-share-panel-close ytp-button', 'title': 'Close', 'aria-label': 'Close'}",,False,,div#ytp-id-25 > button,,Close,ytp-share-panel-close ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-watch-later-button ytp-button', 'data-tooltip-opaque': 'false', 'title': 'Watch later', 'aria-label': 'Watch later', 'style': 'display: none;'}",Watch later,False,,div#ytp-id-29 > div > div > button,,Watch later,ytp-watch-later-button ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-button ytp-share-button', 'title': 'Share', 'aria-haspopup': 'true', 'aria-owns': 'ytp-id-25', 'data-tooltip-opaque': 'false', 'aria-label': 'Share', 'style': 'display: none;'}",Share,False,,div#ytp-id-29 > div > div > button:nth-of-type(2),,Share,ytp-button ytp-share-button,,
https://www.youtube.com/,button,"{'class': 'ytp-button ytp-copylink-button', 'data-tooltip-opaque': 'false', 'title': 'Copy link', 'aria-label': 'Copy link', 'style': 'display: none;'}",Copy link,False,,div#ytp-id-29 > div > div > button:nth-of-type(3),,Copy link,ytp-button ytp-copylink-button,,
https://www.youtube.com/,button,"{'class': 'ytp-overflow-panel-close ytp-button', 'title': 'Close', 'aria-label': 'Close'}",,False,,div#ytp-id-29 > button,,Close,ytp-overflow-panel-close ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-play-button ytp-button', 'aria-keyshortcuts': 'k', 'data-title-no-tooltip': 'Play', 'title': 'Play (k)', 'aria-label': 'Play (k)'}",,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div > button,,Play (k),ytp-play-button ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-mute-button ytp-button', 'aria-keyshortcuts': 'm', 'title': 'Mute (m)', 'data-title-no-tooltip': 'Mute', 'style': 'display: none;'}",,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div > span > button,,,ytp-mute-button ytp-button,,
https://www.youtube.com/,button,{'class': 'ytp-live-badge ytp-button'},Live,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div > div > button,,,ytp-live-badge ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-chapter-title ytp-button ytp-chapter-container-disabled', 'disabled': ''}",•,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div > div:nth-of-type(2) > button,,,ytp-chapter-title ytp-button ytp-chapter-container-disabled,,
https://www.youtube.com/,button,"{'class': 'ytp-chapter-title ytp-button ytp-chapter-container-disabled', 'disabled': ''}",•,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div > div:nth-of-type(3) > button,,,ytp-chapter-title ytp-button ytp-chapter-container-disabled,,
https://www.youtube.com/,button,"{'class': 'ytp-fullerscreen-edu-button ytp-button', 'data-priority': '1', 'style': 'display: none;'}",Scroll for details,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div:nth-of-type(2) > button,,,ytp-fullerscreen-edu-button ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-button', 'data-priority': '2', 'data-tooltip-target-id': 'ytp-autonav-toggle-button', 'style': 'display: none;'}",,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div:nth-of-type(2) > button:nth-of-type(2),,,ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-subtitles-button ytp-button', 'aria-keyshortcuts': 'c', 'data-priority': '3', 'title': 'Subtitles/closed captions unavailable', 'data-title-no-tooltip': 'Subtitles/closed captions unavailable', 'aria-pressed': 'false', 'aria-label': 'Subtitles/closed captions unavailable', 'style': 'display: none;'}",,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div:nth-of-type(2) > button:nth-of-type(3),,Subtitles/closed captions unavailable,ytp-subtitles-button ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-button ytp-settings-button', 'aria-expanded': 'false', 'aria-haspopup': 'true', 'aria-controls': 'ytp-id-18', 'title': 'Settings', 'data-tooltip-target-id': 'ytp-settings-button', 'aria-label': 'Settings', 'style': 'display: none;'}",,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div:nth-of-type(2) > button:nth-of-type(4),,Settings,ytp-button ytp-settings-button,,
https://www.youtube.com/,button,"{'class': 'ytp-miniplayer-button ytp-button', 'aria-keyshortcuts': 'i', 'data-priority': '5', 'data-tooltip-target-id': 'ytp-miniplayer-button', 'title': 'Miniplayer (i)', 'data-title-no-tooltip': 'Miniplayer', 'aria-label': 'Miniplayer (i)'}",,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div:nth-of-type(2) > button:nth-of-type(5),,Miniplayer (i),ytp-miniplayer-button ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-pip-button ytp-button', 'data-priority': '6', 'data-tooltip-target-id': 'ytp-pip-button', 'data-title-no-tooltip': 'Picture-in-picture', 'title': 'Picture-in-picture', 'style': 'display: none;'}",,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div:nth-of-type(2) > button:nth-of-type(6),,,ytp-pip-button ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-size-button ytp-button', 'aria-keyshortcuts': 't', 'data-priority': '7', 'title': 'Theater mode (t)', 'data-title-no-tooltip': 'Theater mode', 'aria-label': 'Theater mode (t)'}",,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div:nth-of-type(2) > button:nth-of-type(7),,Theater mode (t),ytp-size-button ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-remote-button ytp-button', 'title': 'Play on TV', 'aria-haspopup': 'true', 'data-priority': '8', 'aria-label': 'Play on TV', 'style': 'display: none;'}",,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div:nth-of-type(2) > button:nth-of-type(8),,Play on TV,ytp-remote-button ytp-button,,
https://www.youtube.com/,button,"{'class': 'ytp-fullscreen-button ytp-button', 'aria-keyshortcuts': 'f', 'data-priority': '10', 'data-title-no-tooltip': 'Full screen', 'title': 'Full screen (f)'}",,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div:nth-of-type(2) > button:nth-of-type(9),,,ytp-fullscreen-button ytp-button,,
https://www.youtube.com/,button,"{'id': 'button', 'class': 'style-scope yt-icon-button', 'aria-label': 'Collapse'}",,False,,button#button,,Collapse,style-scope yt-icon-button,button,
https://www.youtube.com/,a,"{'tabindex': '0', 'class': 'style-scope ytd-miniplayer'}",,False,,div#info-bar > div > h1 > a,,,style-scope ytd-miniplayer,,
https://www.youtube.com/,a,"{'id': 'thumbnail', 'class': 'yt-simple-endpoint inline-block style-scope ytd-thumbnail', 'aria-hidden': 'true', 'tabindex': '-1'}",,False,,a#thumbnail,,,yt-simple-endpoint inline-block style-scope ytd-thumbnail,thumbnail,
https://www.youtube.com/,a,"{'id': 'thumbnail', 'class': 'yt-simple-endpoint inline-block style-scope ytd-thumbnail', 'aria-hidden': 'true', 'tabindex': '-1'}",,True,"{'x': 847.6420288085938, 'y': 704.0056762695312, 'width': 77.99713134765625, 'height': 43.991455078125}",a#thumbnail,,,yt-simple-endpoint inline-block style-scope ytd-thumbnail,thumbnail,
https://www.youtube.com/,a,"{'class': 'yt-simple-endpoint style-scope ytd-topbar-logo-renderer', 'id': 'logo', 'aria-label': '', 'href': '/', 'title': 'YouTube Home'}",,True,"{'x': 55.99431610107422, 'y': 0, 'width': 122.98294830322266, 'height': 55.99431610107422}",a#logo,,,yt-simple-endpoint style-scope ytd-topbar-logo-renderer,logo,
https://www.youtube.com/,a,"{'class': 'yt-simple-endpoint style-scope ytd-topbar-menu-button-renderer', 'tabindex': '-1'}",,True,"{'x': 1101.2215576171875, 'y': 7.997159004211426, 'width': 40, 'height': 39.999999046325684}",div#button > a,,,yt-simple-endpoint style-scope ytd-topbar-menu-button-renderer,,
https://www.youtube.com/,a,"{'class': 'yt-spec-button-shape-next yt-spec-button-shape-next--outline yt-spec-button-shape-next--call-to-action yt-spec-button-shape-next--size-m yt-spec-button-shape-next--icon-leading', 'aria-label': 'Sign in', 'title': '', 'href': 'https://accounts.google.com/ServiceLogin?service=youtube&uilel=3&passive=true&continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Faction_handle_signin%3Dtrue%26app%3Ddesktop%26hl%3Den%26next%3Dhttps%253A%252F%252Fwww.youtube.com%252F&hl=en&ec=65620', 'rel': 'nofollow', 'target': '', 'force-new-state': 'true', 'style': ''}",Sign in,True,"{'x': 1149.21875, 'y': 10, 'width': 98.4090576171875, 'height': 35.99431610107422}",div#buttons > ytd-button-renderer > yt-button-shape > a,,Sign in,yt-spec-button-shape-next yt-spec-button-shape-next--outline yt-spec-button-shape-next--call-to-action yt-spec-button-shape-next--size-m yt-spec-button-shape-next--icon-leading,,
https://www.youtube.com/,a,"{'class': 'yt-simple-endpoint style-scope ytd-topbar-logo-renderer', 'id': 'logo', 'aria-label': '', 'href': '/', 'title': 'YouTube Home'}",,False,"{'x': -184.00567626953125, 'y': 0, 'width': 122.98295211791992, 'height': 55.99431610107422}",a#logo,,,yt-simple-endpoint style-scope ytd-topbar-logo-renderer,logo,
https://www.youtube.com/,a,"{'id': 'endpoint', 'tabindex': '-1', 'class': 'yt-simple-endpoint style-scope ytd-mini-guide-entry-renderer', 'title': 'Home', 'href': '/'}",Home,True,"{'x': 3.9914770126342773, 'y': 59.98579406738281, 'width': 63.99147129058838, 'height': 73.96305847167969}",a#endpoint,,,yt-simple-endpoint style-scope ytd-mini-guide-entry-renderer,endpoint,
https://www.youtube.com/,a,"{'id': 'endpoint', 'tabindex': '-1', 'class': 'yt-simple-endpoint style-scope ytd-mini-guide-entry-renderer', 'title': 'Shorts'}",Shorts,True,"{'x': 3.9914770126342773, 'y': 133.9488525390625, 'width': 63.99147129058838, 'height': 73.96307373046875}",a#endpoint,,,yt-simple-endpoint style-scope ytd-mini-guide-entry-renderer,endpoint,
https://www.youtube.com/,a,"{'id': 'endpoint', 'tabindex': '-1', 'class': 'yt-simple-endpoint style-scope ytd-mini-guide-entry-renderer', 'title': 'Subscriptions', 'href': '/feed/subscriptions'}",Subscriptions,True,"{'x': 3.9914770126342773, 'y': 207.91192626953125, 'width': 63.99147129058838, 'height': 73.96307373046875}",a#endpoint,,,yt-simple-endpoint style-scope ytd-mini-guide-entry-renderer,endpoint,
https://www.youtube.com/,a,"{'id': 'endpoint', 'tabindex': '-1', 'class': 'yt-simple-endpoint style-scope ytd-mini-guide-entry-renderer', 'title': 'You', 'href': '/feed/you'}",You,True,"{'x': 3.9914770126342773, 'y': 281.875, 'width': 63.99147129058838, 'height': 73.96304321289062}",a#endpoint,,,yt-simple-endpoint style-scope ytd-mini-guide-entry-renderer,endpoint,
https://www.youtube.com/,a,"{'id': 'endpoint', 'tabindex': '-1', 'class': 'yt-simple-endpoint style-scope ytd-mini-guide-entry-renderer', 'title': 'History', 'href': '/feed/history'}",History,True,"{'x': 3.9914770126342773, 'y': 355.8380432128906, 'width': 63.99147129058838, 'height': 73.96307373046875}",a#endpoint,,,yt-simple-endpoint style-scope ytd-mini-guide-entry-renderer,endpoint,
https://www.youtube.com/,a,"{'class': 'ytp-title-channel-logo', 'target': '_blank', 'role': 'link', 'tabindex': '0'}",,False,,div#movie_player > div:nth-of-type(3) > div > a,link,,ytp-title-channel-logo,,
https://www.youtube.com/,a,{'target': '_blank'},,False,,div#movie_player > div:nth-of-type(3) > div > div:nth-of-type(2) > div > div > a,,,,,
https://www.youtube.com/,a,"{'class': 'ytp-title-link yt-uix-sessionlink ytp-title-fullerscreen-link', 'target': '_blank', 'data-sessionlink': 'feature=player-title', 'tabindex': '-1'}",,False,,div#movie_player > div:nth-of-type(3) > div:nth-of-type(2) > div > a,,,ytp-title-link yt-uix-sessionlink ytp-title-fullerscreen-link,,
https://www.youtube.com/,a,"{'class': 'ytp-title-channel-name', 'target': '_blank', 'href': ''}",,False,,div#movie_player > div:nth-of-type(3) > div:nth-of-type(2) > div > div > a,,,ytp-title-channel-name,,
https://www.youtube.com/,a,{'class': 'ytp-suggested-action-container'},,False,,div#movie_player > div:nth-of-type(5) > div > div:nth-of-type(2) > a,,,ytp-suggested-action-container,,
https://www.youtube.com/,a,"{'class': 'ytp-paid-content-overlay-link', 'target': '_blank', 'style': 'display: none;'}",,False,,div#movie_player > div:nth-of-type(8) > a,,,ytp-paid-content-overlay-link,,
https://www.youtube.com/,a,{'class': 'ytp-featured-product-container'},,False,,div#movie_player > div:nth-of-type(13) > div > div:nth-of-type(2) > a,,,ytp-featured-product-container,,
https://www.youtube.com/,a,{'class': 'ytp-playlist-menu-title-name'},,False,,div#ytp-id-22 > div > div > a,,,ytp-playlist-menu-title-name,,
https://www.youtube.com/,a,"{'class': 'ytp-share-panel-link ytp-no-contextmenu', 'target': '_blank', 'title': 'Share link', 'aria-label': 'Share link'}",,False,,div#ytp-id-25 > div > a,,Share link,ytp-share-panel-link ytp-no-contextmenu,,
https://www.youtube.com/,a,"{'class': 'ytp-prev-button ytp-button', 'role': 'button', 'aria-disabled': 'true', 'style': 'display: none;'}",,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div > a,button,,ytp-prev-button ytp-button,,
https://www.youtube.com/,a,"{'class': 'ytp-next-button ytp-button', 'role': 'button', 'title': 'Next (SHIFT+n)', 'data-title-no-tooltip': 'Next', 'aria-keyshortcuts': 'SHIFT+n', 'aria-disabled': 'false', 'aria-label': 'Next (SHIFT+n)'}",,False,,div#movie_player > div:nth-of-type(25) > div:nth-of-type(2) > div > a:nth-of-type(2),button,Next (SHIFT+n),ytp-next-button ytp-button,,
https://www.youtube.com/,a,"{'class': 'yt-simple-endpoint style-scope ytd-video-owner-renderer', 'tabindex': '-1'}",,False,,div#owner > ytd-video-owner-renderer > a,,,yt-simple-endpoint style-scope ytd-video-owner-renderer,,
https://www.youtube.com/,a,"{'class': 'yt-simple-endpoint style-scope ytd-video-primary-info-renderer', 'hidden': ''}",,False,,div#container > a,,,yt-simple-endpoint style-scope ytd-video-primary-info-renderer,,
https://www.youtube.com/,a,"{'id': 'media-container-link', 'class': 'yt-simple-endpoint style-scope ytd-video-preview'}",,False,,a#media-container-link,,,yt-simple-endpoint style-scope ytd-video-preview,media-container-link,
https://www.youtube.com/,a,"{'id': 'thumbnail', 'class': 'yt-simple-endpoint inline-block style-scope ytd-thumbnail', 'aria-hidden': 'true', 'tabindex': '-1'}",,False,,a#thumbnail,,,yt-simple-endpoint inline-block style-scope ytd-thumbnail,thumbnail,
https://www.youtube.com/,input,"{'aria-label': 'Volume', 'title': 'Volume', 'type': 'range', 'class': 'ytdDesktopShortsVolumeControlsNativeSlider', 'id': 'volume-input'}",,False,,input#volume-input,,Volume,ytdDesktopShortsVolumeControlsNativeSlider,volume-input,
https://www.youtube.com/,input,"{'name': 'search_query', 'type': 'text', 'autocomplete': 'off', 'autocorrect': 'off', 'aria-autocomplete': 'list', 'role': 'combobox', 'class': 'ytSearchboxComponentInput yt-searchbox-input title', 'placeholder': 'Search'}",,True,"{'x': 330.6960144042969, 'y': 16.008522033691406, 'width': 515.1419982910156, 'height': 23.977272033691406}",div#center > yt-searchbox > div > form > input,combobox,,ytSearchboxComponentInput yt-searchbox-input title,,
https://www.youtube.com/,input,"{'id': 'search', 'autocapitalize': 'none', 'autocomplete': 'off', 'autocorrect': 'off', 'name': 'search_query', 'tabindex': '0', 'type': 'text', 'spellcheck': 'false', 'placeholder': 'Search', 'aria-label': 'Search'}",,False,,input#search,,Search,,search,
https://www.youtube.com/,input,"{'class': 'ytp-share-panel-include-playlist-checkbox', 'type': 'checkbox', 'checked': 'true'}",,False,,div#ytp-id-25 > div > label > input,,,ytp-share-panel-include-playlist-checkbox,,
https://www.youtube.com/,ytd-thumbnail,"{'width': '78', 'class': 'style-scope ytd-miniplayer-toast', 'size': 'small'}",,False,,div#card > ytd-miniplayer-toast > ytd-thumbnail,,,style-scope ytd-miniplayer-toast,,
https://www.youtube.com/,ytd-thumbnail,"{'width': '78', 'class': 'style-scope ytd-miniplayer-toast', 'size': 'small'}",,True,"{'x': 847.6420288085938, 'y': 704.0056762695312, 'width': 77.99713134765625, 'height': 43.991455078125}",div#modern-card > div:nth-of-type(2) > ytd-miniplayer-toast > ytd-thumbnail,,,style-scope ytd-miniplayer-toast,,
https://www.youtube.com/,ytd-thumbnail,"{'hovered': 'false', 'no-rounded-corners': '', 'object-fit': 'COVER', 'rich-grid-thumbnail': '', 'width': '9999', 'class': 'style-scope ytd-video-preview', 'size': 'large', 'computed-object-fit': 'COVER'}",,False,,div#thumbnail-container > ytd-thumbnail,,,style-scope ytd-video-preview,,
https://www.youtube.com/,yt-icon-button,"{'class': 'style-scope ytd-miniplayer', 'aria-label': 'Close player', 'role': 'button'}",,False,,div#blocking-container > yt-icon-button,button,Close player,style-scope ytd-miniplayer,,
https://www.youtube.com/,yt-icon-button,"{'class': 'style-scope ytd-miniplayer', 'role': 'button', 'aria-label': 'Expand'}",,False,,div#info-bar > div:nth-of-type(2) > yt-icon-button,button,Expand,style-scope ytd-miniplayer,,
https://www.youtube.com/,yt-icon-button,"{'id': 'trailing-button', 'toggleable': '', 'class': 'style-scope ytd-playlist-panel-renderer', 'role': 'button', 'aria-label': 'Collapse'}",,False,,yt-icon-button#trailing-button,button,Collapse,style-scope ytd-playlist-panel-renderer,trailing-button,
https://www.youtube.com/,yt-icon-button,"{'class': 'style-scope ytd-miniplayer', 'role': 'button', 'aria-label': 'Expand'}",,False,,div#modern-info-bar > div:nth-of-type(2) > yt-icon-button,button,Expand,style-scope ytd-miniplayer,,
